# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ITSN1	ITSN1	NM_001331009.2	protein_coding	0	3	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
ITSN1	ITSN1	NM_001331010.2	protein_coding	0	5	2	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	5	0
ITSN1	ITSN1	NM_001331011.2	protein_coding	0	3	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
ITSN1	ITSN1	NM_001331012.2	protein_coding	0	3	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0
ITSN1	ITSN1	NM_003024.3	protein_coding	0	5	2	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	5	0
JAM2	JAM2	NM_001270407.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
JAM2	JAM2	NM_001270408.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
JAM2	JAM2	NM_021219.4	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
JAM2	JAM2	NR_072999.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
KCNE1	KCNE1	NM_000219.6	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
KCNE1	KCNE1	NM_001127668.3	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
KCNE1	KCNE1	NM_001127669.4	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
KCNE1	KCNE1	NM_001127670.3	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
KCNE1	KCNE1	NM_001270402.2	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
KCNE1	KCNE1	NM_001270403.2	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
KCNE1	KCNE1	NM_001270404.2	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
KCNE1	KCNE1	NM_001270405.2	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
KCNE1B	KCNE1B	NM_001330065.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
KCNE1B	KCNE1B	NM_001369869.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
KCNE2	KCNE2	NM_172201.1	protein_coding	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0
KCNJ6	KCNJ6	NM_002240.5	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KRTAP10-10	KRTAP10-10	NM_181688.3	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
KRTAP10-4	KRTAP10-4	NM_198687.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KRTAP10-6	KRTAP10-6	NM_198688.3	protein_coding	1	1	6	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	1	0
KRTAP22-2	KRTAP22-2	NM_001164434.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KRTAP6-3	KRTAP6-3	NM_181605.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC00205	LINC00205	NR_026943.1		0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
LINC00307	LINC00307	NR_038855.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LINC01424	LINC01424	NR_109928.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LIPI	LIPI	NM_001302998.2	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
LIPI	LIPI	NM_001302999.2	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
LIPI	LIPI	NM_001303000.2	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
LIPI	LIPI	NM_001303001.2	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
LIPI	LIPI	NM_198996.3	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
LOC100133286	LOC100133286	NR_040084.1		0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LOC101930094	LOC101930094	NR_135518.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC105372795	LOC105372795	NR_131189.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
LSS	LSS	NM_001001438.2	protein_coding	0	6	9	1	0	0	0	0	0	0	0	0	1	9	0	0	0	0	6	0
LSS	LSS	NM_001145436.2	protein_coding	0	6	9	1	0	0	0	0	0	0	0	0	1	9	0	0	0	0	6	0
LSS	LSS	NM_001145437.1.2	protein_coding	0	6	8	2	0	0	1	0	0	0	0	0	1	8	0	0	0	0	6	0
LSS	LSS	NM_002340.6	protein_coding	0	6	9	1	0	0	0	0	0	0	0	0	1	9	0	0	0	0	6	0
LTN1	LTN1	NM_001320766.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LTN1	LTN1	NM_015565.3	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
MAP3K7CL	MAP3K7CL	NM_001286617.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K7CL	MAP3K7CL	NM_001286618.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K7CL	MAP3K7CL	NM_001286619.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K7CL	MAP3K7CL	NM_001286620.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K7CL	MAP3K7CL	NM_001286622.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K7CL	MAP3K7CL	NM_001286624.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K7CL	MAP3K7CL	NM_001286634.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K7CL	MAP3K7CL	NM_001371369.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K7CL	MAP3K7CL	NM_001371370.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K7CL	MAP3K7CL	NM_001371371.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K7CL	MAP3K7CL	NM_001371372.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K7CL	MAP3K7CL	NM_001371373.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K7CL	MAP3K7CL	NM_001371374.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K7CL	MAP3K7CL	NM_001371376.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K7CL	MAP3K7CL	NM_020152.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MCM3AP	MCM3AP	NM_003906.5	protein_coding	0	8	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	8	0
MCM3AP-AS1	MCM3AP-AS1	NR_002776.4		0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
MCM3AP-AS1	MCM3AP-AS1	NR_110565.1		0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
MCM3AP-AS1	MCM3AP-AS1	NR_110566.1		0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
MCM3AP-AS1	MCM3AP-AS1	NR_110567.1		0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
MIR3197	MIR3197	NR_036167.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR6501	MIR6501	NR_106756.1		0	0	0	34	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	7
MIR6814	MIR6814	NR_106872.1		0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1
MIR6815	MIR6815	NR_106873.1		0	0	0	20	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10
MIS18A	MIS18A	NM_018944.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MORC3	MORC3	NM_001320445.1	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
MORC3	MORC3	NM_001320446.1	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
MORC3	MORC3	NM_015358.3	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
MRAP	MRAP	NM_001285394.2	protein_coding	0	2	2	3	0	1	2	0	0	0	1	0	0	2	0	0	0	0	1	0
MRAP	MRAP	NM_178817.4	protein_coding	0	2	3	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	2	0
MRAP	MRAP	NM_206898.1	protein_coding	0	2	1	4	0	0	0	0	0	0	2	0	2	1	0	0	0	0	2	0
MRPL39	MRPL39	NM_017446.4	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
MRPL39	MRPL39	NM_080794.4	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
MX1	MX1	NM_001144925.2	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
MX1	MX1	NM_001178046.2	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
MX1	MX1	NM_001282920.1	protein_coding	0	2	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0
MX1	MX1	NM_002462.5	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
NCAM2	NCAM2	NM_001352591.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCAM2	NCAM2	NM_001352592.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCAM2	NCAM2	NM_001352593.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCAM2	NCAM2	NM_001352594.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCAM2	NCAM2	NM_001352595.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCAM2	NCAM2	NM_001352596.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCAM2	NCAM2	NM_004540.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NRIP1	NRIP1	NM_003489.4	protein_coding	0	3	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0
PAXBP1	PAXBP1	NM_013329.4	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0
PAXBP1	PAXBP1	NM_016631.4	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0
PAXBP1	PAXBP1	NR_027873.1		0	0	0	5	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0
PAXBP1-AS1	PAXBP1-AS1	NR_038879.1		0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
PAXBP1-AS1	PAXBP1-AS1	NR_038880.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PCBP3	PCBP3	NM_001130141.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PCBP3	PCBP3	NM_001348238.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PCBP3	PCBP3	NM_001348239.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PCBP3	PCBP3	NM_001348240.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PCBP3	PCBP3	NM_001348241.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PCBP3	PCBP3	NM_001348242.1	protein_coding	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
PCBP3	PCBP3	NM_001348243.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PCBP3	PCBP3	NM_001348244.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PCBP3	PCBP3	NM_001348245.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PCBP3	PCBP3	NM_020528.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PCBP3	PCBP3	NR_145492.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
PCBP3	PCBP3	NR_145493.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
PCNT	PCNT	NM_001315529.2	protein_coding	0	34	45	4	0	0	1	0	0	0	0	0	3	45	0	1	0	0	34	0
PCNT	PCNT	NM_006031.6	protein_coding	0	34	49	0	0	0	0	0	0	0	0	0	0	49	0	1	0	0	34	0
PCP4	PCP4	NM_006198.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001567.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001568.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001569.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001570.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001571.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001572.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001573.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001574.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001575.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001576.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001577.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001578.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001579.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001580.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001581.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001582.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001583.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001584.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001001585.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_001315533.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDE9A	PDE9A	NM_002606.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDXK	PDXK	NM_001331030.2	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
PDXK	PDXK	NM_003681.5	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
PFKL	PFKL	NM_001002021.3	protein_coding	0	3	2	14	0	0	0	0	0	0	12	0	0	2	0	0	0	0	3	2
PFKL	PFKL	NM_002626.6	protein_coding	0	3	2	14	0	0	0	0	0	0	12	0	0	2	0	0	0	0	3	2
PIGP	PIGP	NM_001320480.1	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
PIGP	PIGP	NM_016430.3	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
PIGP	PIGP	NM_153681.2	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
PIGP	PIGP	NM_153682.2	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
POFUT2	POFUT2	NM_015227.6	protein_coding	0	0	2	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
POFUT2	POFUT2	NM_133635.6	protein_coding	0	1	2	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1
POFUT2	POFUT2	NR_004858.3		0	1	0	3	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1
POFUT2	POFUT2	NR_148026.1		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
PRMT2	PRMT2	NM_001242864.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
PRMT2	PRMT2	NM_001242865.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PRMT2	PRMT2	NM_001242866.3	protein_coding	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
PRMT2	PRMT2	NM_001286676.1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
PRMT2	PRMT2	NM_001286677.1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
PRMT2	PRMT2	NM_001286678.1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
PRMT2	PRMT2	NM_001535.4	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
PRMT2	PRMT2	NM_206962.4	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
PSMG1	PSMG1	NM_001261824.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
PSMG1	PSMG1	NM_001320795.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
PSMG1	PSMG1	NM_003720.4	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
PSMG1	PSMG1	NM_203433.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
PSMG1	PSMG1	NR_049728.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
PTTG1IP	PTTG1IP	NM_001286822.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PTTG1IP	PTTG1IP	NM_004339.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PTTG1IP	PTTG1IP	NR_104597.1		0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RCAN1	RCAN1	NM_001285389.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RCAN1	RCAN1	NM_001285391.2	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
RCAN1	RCAN1	NM_001285392.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RCAN1	RCAN1	NM_001285393.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
RCAN1	RCAN1	NM_001331016.1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
RCAN1	RCAN1	NM_004414.7	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RCAN1	RCAN1	NM_203417.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RCAN1	RCAN1	NM_203418.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RIPK4	RIPK4	NM_020639.3	protein_coding	0	17	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	17	0
RRP1	RRP1	NM_003683.6	protein_coding	0	2	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0
RRP1B	RRP1B	NM_015056.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RSPH1	RSPH1	NM_001286506.2	protein_coding	0	4	3	1	0	0	0	0	0	0	0	0	1	3	0	1	0	0	4	0
RSPH1	RSPH1	NM_080860.4	protein_coding	0	5	3	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	5	0
RUNX1	RUNX1	NM_001001890.3	protein_coding	0	5	8	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	1
RUNX1	RUNX1	NM_001122607.2	protein_coding	0	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1
RUNX1	RUNX1	NM_001754.4	protein_coding	0	5	9	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	5	0
SCAF4	SCAF4	NM_001145444.1	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
SCAF4	SCAF4	NM_001145445.1	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
SCAF4	SCAF4	NM_020706.2	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
SH3BGR	SH3BGR	NM_001001713.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SH3BGR	SH3BGR	NM_001317740.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SH3BGR	SH3BGR	NM_001317741.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SH3BGR	SH3BGR	NM_001317742.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SH3BGR	SH3BGR	NM_007341.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SIK1	SIK1.2	NM_173354.5.2	protein_coding	0	1	11	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0
SIK1B	SIK1B	NM_001320643.3	protein_coding	0	1	11	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0
SIM2	SIM2	NM_005069.6	protein_coding	0	3	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0
SIM2	SIM2	NM_009586.5	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
SLC19A1	SLC19A1	NM_001205206.3	protein_coding	0	2	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0
SLC19A1	SLC19A1	NM_001205207.3	protein_coding	0	2	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0
SLC19A1	SLC19A1	NM_001352510.2	protein_coding	0	2	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0
SLC19A1	SLC19A1	NM_001352511.2	protein_coding	0	2	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0
SLC19A1	SLC19A1	NM_001352512.2	protein_coding	0	2	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0
SLC19A1	SLC19A1	NM_194255.4	protein_coding	0	2	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0
SLC37A1	SLC37A1	NM_001320537.2	protein_coding	0	4	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0
SLC37A1	SLC37A1	NM_018964.4	protein_coding	0	4	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0
SMIM11A	SMIM11A.2	NM_058182.4.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
SMIM11B	SMIM11B.2	NM_001313692.1.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
SNORA80A	SNORA80A	NR_002996.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNORD159	SNORD159	NR_145780.1		0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
SOD1	SOD1	NM_000454.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SON	SON	NM_001291411.1	protein_coding	0	18	16	0	0	0	0	1	0	0	0	0	0	15	0	0	0	0	18	0
SON	SON	NM_001291412.2	protein_coding	1	1	0	36	0	0	0	0	0	0	3	1	33	0	0	0	0	0	1	0
SON	SON	NM_032195.2	protein_coding	0	18	16	0	0	0	0	1	0	0	0	0	0	15	0	0	0	0	18	0
SON	SON	NM_138927.3	protein_coding	1	18	16	3	0	0	0	1	0	0	3	1	0	15	0	0	0	0	18	0
SON	SON	NR_103797.1		0	0	0	38	0	0	0	0	0	0	3	0	1	0	34	0	0	0	0	0
SPATC1L	SPATC1L.2	NM_001142854.2.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
SPATC1L	SPATC1L.2	NM_032261.5	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
